"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",-0.854952367210925,-0.682680503326854,0.649916321260504,0.797191877193504,1.19663448691554,0.826839751785645,1.33103019139346,0.957403442136943,1.38119537143136,1.10827809251434,1.31259618527912,1.66874751376081,0.739294094849213,1.35568452320184,-0.228208824575717,-0.33666741948512,-0.567196692526945,1.90916514209575,1.12259114435552,0.966905616851484,0.032459644453516,1.40671355511844
"2",-0.0590757999629605,1.0706155265439,-1.40337729799614,-0.774047329097956,-0.911840369518841,-0.831717484054251,-0.712816817101038,-0.749875340880077,-0.98079789735439,-0.923282425197165,-1.01651703598505,-0.959531139485126,-0.809382462141601,-1.06943873011015,-0.555491829496307,1.0654051988668,-0.0374753307092983,0.0525426943354797,-1.19215850293579,-0.856256208163673,-0.828404191153547,-1.03509249191634
"3",0.852103383502341,1.12081938003265,-0.166287586973193,-0.707436190676622,-0.978645612541941,-0.672865024616498,-0.653250145998535,-0.585132082873115,-0.560452922655804,-0.581980258221633,-0.544441738789223,-0.467396436986121,-0.63446617747653,-0.578250047669789,-0.316139248277474,0.78880115415264,-1.42824566362638,-0.731758176856297,-1.34625405226765,-0.848245375732345,0.334170777858729,-1.0786292089795
"4",-0.34619912790776,-0.05370334336499,0.991583585290724,-0.194138594606345,-0.0159354279811485,-0.170733483676366,0.330738663243234,-0.0690911144624481,-0.0249449411904828,-0.170250659965435,-0.0926761671083899,0.252867080618474,-0.0888195475717855,-0.107520426350081,-0.714766590172019,0.899934525348809,-0.538898813594015,1.64189930496049,0.0796936823591979,-1.87769763333739,-1.29359606608074,0.430029474189786
"5",0.361811010574049,-0.356189619954134,-1.01965391045054,-0.339481218778035,-0.43482558767757,-0.332881574046743,-0.273512617720079,-0.23748489274819,2.28728336248126,1.79394805885064,2.38701038264974,1.99409866933612,1.49336902694106,2.47472170394091,0.939797476768649,-2.0337867613621,1.60935754714978,0.441807150919576,-0.151210582756579,1.37727502919003,1.9590789676549,-0.140624096053865
"6",-0.642590615782092,-0.587972962054147,0.00503980555941847,5.23662833786239,5.81910469826268,6.87416384722864,4.44714606715328,7.18633924562848,3.85150890819269,3.22262203728872,4.02312123606574,2.43529455454808,2.36067963365396,4.17848110258253,9.24206759121302,-3.04164838455699,1.79198777430643,-1.12908533730458,1.92360797489883,-0.57011193089654,1.6839241451608,1.07184153121688
"7",-1.04161927116249,-0.648961689044264,-0.326253811808076,0.230997200612167,0.652814462051169,0.0902079442302972,0.479082572287478,0.198371285915896,-0.0664036236265078,-0.121493207540358,-0.0154975841766178,-0.179017003635285,-0.208276962556633,-0.0263788555318324,-0.337973272171935,-0.250128228732227,0.469830450824268,1.79632336273473,0.926406973804984,0.510006165242285,-0.872073041798941,0.93118683507315
"8",-1.19649946804116,-0.571213427282378,-0.743616881431081,0.517033265597895,1.19663448691554,0.63418246312945,0.497131189668552,0.761352183357006,-0.0117011954123083,-0.0293957974041036,-0.0244219313725159,-0.308192678588408,-0.204543918338356,-0.0367932117865267,0.0831185367900493,-0.842588842348189,1.79275982271026,0.475735765366781,2.56150699161559,2.05356874463448,0.587771340848425,1.79302877205074
"9",1.17370798933392,0.0829410814541028,2.26055917257673,-0.907269605940623,-1.32620731236564,-0.876855094958351,-0.794805394938455,-0.796765295769232,-1.08271715834295,-1.04246730890291,-1.07174880364814,-1.00307561232728,-1.04696756359608,-1.12708837370252,-0.725566413134403,2.42547072993017,-1.16685352872227,0.409267737561637,-2.02397189491833,-0.717356833071293,-1.9978771891498,-1.68046969512751
"10",2.10142472417282,0.437059968828098,2.86099637030175,-0.709395341806661,-0.978645612541941,-0.635089085664303,-0.5750688901765,-0.548810734651108,-0.588219476602175,-0.66866017364399,-0.512136365250436,-0.518303992823121,-0.747065014298417,-0.544090568252491,-0.228777358508735,0.235822611649405,-0.295445427140971,-1.07340295362963,-0.995223084322096,0.00619948789817981,-0.185324621180659,-0.900675871593236
